region_id,week_index,education_exposure_index,engagement_quality,configuration_rate,lead_rate,revenue_index,baseline_intent_index,paid_media_index,availability_index,offer_index,launch_phase
R11,7,56.55302,0.499786,0.059856,0.035463,145145.47,0.083556,0.798166,0.736802,0.29709,0
R11,8,73.80487,0.528433,0.069651,0.035892,170894.17,0.323795,1.051546,0.836175,0.442432,1
R11,9,70.72508,0.530556,0.066789,0.043589,198683.19,0.264256,1.115074,0.771316,0.353036,1
R11,10,79.62173,0.57376,0.071965,0.040854,174813.94,0.418178,1.074308,0.854062,0.436816,1
R11,11,75.35836,0.545522,0.073327,0.04503,158078.13,0.455966,0.99578,0.790163,0.355136,1
R11,12,83.50217,0.562272,0.078984,0.040895,153764.42,0.414815,1.190228,0.7714,0.502806,1
R11,13,59.91139,0.524715,0.066768,0.038861,171574.92,0.335582,0.903429,0.761308,0.372921,0
R11,14,62.77943,0.528108,0.075607,0.041917,175594.6,0.388064,0.994326,0.883965,0.513819,0
R11,15,70.45525,0.524486,0.072958,0.041922,188911.34,0.725645,0.858659,0.85265,0.590713,0
R11,16,67.36682,0.557676,0.08098,0.045993,165513.16,0.732078,0.828144,0.769009,0.460348,0
R11,17,77.02297,0.572325,0.089235,0.050317,182429.62,0.821696,1.08405,0.854297,0.324869,0
R11,18,69.97179,0.490196,0.077431,0.040588,184420.04,0.495345,0.959537,0.868602,0.518188,0
R11,19,72.79542,0.564899,0.069415,0.041008,171145.2,0.709449,0.618012,0.729048,0.777439,0
R11,20,65.4617,0.529947,0.072726,0.037666,176121.68,0.560365,0.867433,0.746537,0.843819,0
R11,21,68.67399,0.492911,0.074001,0.046125,166473.32,0.443164,1.086711,0.696838,0.573495,0
R11,22,55.81271,0.415002,0.053145,0.028392,174595.34,0.076166,0.775187,0.805733,0.754723,0
R11,23,55.92473,0.450799,0.057872,0.037311,176310.19,-0.027633,1.081205,0.832732,0.746669,0
R11,24,66.76594,0.509027,0.075072,0.043539,163024.49,0.275613,0.853425,0.717825,0.697816,0
R11,25,55.09128,0.465449,0.067233,0.036211,183121.52,0.210295,0.886723,0.890626,0.805873,0
R11,26,72.79182,0.509219,0.072189,0.041942,193480.53,0.349828,1.184106,0.858194,0.687302,0
R12,1,80.19652,0.60937,0.097733,0.04667,159755.64,1.577531,0.56139,0.643048,0.382782,0
R12,2,78.93749,0.594171,0.086919,0.046673,166829.6,1.323187,0.919044,0.849429,0.474765,0
R12,3,78.89028,0.566769,0.081626,0.041696,157234.96,1.355113,0.807988,0.63486,0.476532,0
R12,4,82.13417,0.601259,0.096243,0.050252,173896.59,1.450967,0.896237,0.780792,0.38484,0
R12,5,71.97238,0.570234,0.084315,0.044729,178792.72,1.257178,0.915998,0.783636,0.398524,0
R12,6,75.9013,0.592365,0.091096,0.05185,174386.5,1.249471,1.037377,0.844836,0.603873,0
R12,7,84.76786,0.636143,0.087456,0.050384,176576.33,1.123805,1.019536,0.669162,0.52105,0
R12,8,84.84136,0.593191,0.092755,0.046506,203695.17,1.213325,1.103017,0.913417,0.499595,1
R12,9,80.88344,0.59692,0.079489,0.04638,165972.65,0.84702,1.320844,0.651435,0.594236,1
R12,10,79.58067,0.557046,0.084979,0.047174,141786.61,1.181081,0.723261,0.857364,0.427481,1
R12,11,94.13107,0.632073,0.079093,0.045602,172625.97,1.082096,1.377049,0.738319,0.501112,1
R12,12,88.37922,0.646585,0.087137,0.047619,170866.14,1.059047,1.07596,0.664966,0.549214,1
R12,13,73.09147,0.512593,0.08219,0.039801,180293.28,0.960249,1.27686,0.737474,0.613392,0
R12,14,74.90409,0.583836,0.082051,0.04209,165262.16,1.149777,0.977006,0.690391,0.383589,0
R12,15,76.28686,0.571502,0.089409,0.045798,156450.26,1.223871,0.638833,0.769572,0.428709,0
R12,16,77.90261,0.596252,0.087074,0.049889,173373.13,1.35187,1.06004,0.858368,0.466711,0
R12,17,79.58161,0.587753,0.091812,0.048673,187000.51,1.505573,0.709305,0.912167,0.642922,0
R12,18,90.41625,0.597606,0.096546,0.050593,192796.93,1.325505,0.952542,0.743256,0.794298,0
R12,19,75.84019,0.54844,0.08499,0.048945,178170.56,1.129308,0.796604,0.688218,0.421684,0
R12,20,69.42317,0.540268,0.081275,0.04526,170511.41,0.970782,0.888457,0.66277,0.707144,0
R12,21,68.82915,0.514866,0.071148,0.040334,184765.11,0.923862,0.72004,0.67796,0.701522,0
R12,22,62.72428,0.495146,0.072168,0.038133,143211.57,0.540802,0.924442,0.675461,0.812505,0
R12,23,77.14576,0.52375,0.085666,0.042723,202751.9,0.672773,1.06533,0.684838,0.663159,0
R12,24,68.12596,0.576534,0.082951,0.041195,161093.82,0.8022,1.09905,0.966864,0.853929,0
R12,25,74.37242,0.534877,0.078393,0.046941,150881.42,0.864706,0.819919,0.825293,0.480171,0
R12,26,78.97907,0.551525,0.075342,0.042378,194697.55,0.718848,1.11318,0.808412,0.752543,0
R13,1,85.21812,0.63232,0.088046,0.04333,174499.87,1.345619,0.910828,0.632057,0.61965,0
R13,2,87.46411,0.624931,0.103267,0.055393,186203.7,1.622659,1.004532,0.833696,0.403058,0
R13,3,77.40008,0.618019,0.087871,0.049149,175523.51,1.723516,0.839576,0.752929,0.265739,0
R13,4,82.9519,0.625996,0.089889,0.044797,190615.21,1.617844,1.03107,0.735151,0.416413,0
R13,5,88.07406,0.628777,0.093494,0.049276,194140.12,1.32641,1.286864,0.924278,0.402835,0
R13,6,72.32717,0.592475,0.085276,0.040806,158198.14,1.214564,0.988688,0.779986,0.425016,0
R13,7,67.61464,0.516438,0.079716,0.042969,130306.81,0.934656,0.817489,0.782312,0.638513,0
R13,8,85.48933,0.569756,0.086085,0.045611,186071.07,1.059656,1.030826,0.718741,0.402094,1
R13,9,78.64364,0.572372,0.080846,0.044016,150876.78,1.114745,0.611865,0.751535,0.568229,1
R13,10,72.85844,0.57853,0.080468,0.046314,183491.29,1.017614,1.016865,0.738108,0.536596,1
R13,11,85.49516,0.597409,0.088363,0.043373,173232.86,1.006023,1.272553,0.872036,0.30475,1
R13,12,79.89441,0.623363,0.089231,0.044525,183554.17,1.290484,0.920358,0.878281,0.420809,1
R13,13,78.64641,0.568139,0.087552,0.048994,161147.76,1.072656,1.184275,0.76951,0.685649,0
R13,14,72.66109,0.566131,0.082857,0.041396,152331.63,1.213298,0.941283,0.702905,0.504828,0
R13,15,77.98355,0.525117,0.08676,0.046458,169469.66,1.367711,0.636897,0.656195,0.538077,0
R13,16,86.98442,0.608038,0.090968,0.059199,190468.72,1.42368,0.855651,0.830853,0.198933,0
R13,17,80.02395,0.60213,0.089219,0.047512,158394.32,1.500068,1.01828,0.777197,0.369155,0
R13,18,76.03481,0.567261,0.087565,0.042639,176124.74,1.379446,0.875973,0.774243,0.484996,0
R13,19,87.04437,0.585471,0.090466,0.052261,183452.7,1.330253,0.944028,0.705449,0.49821,0
R13,20,77.48802,0.603349,0.077483,0.042847,164372.7,0.924264,1.342691,0.73423,0.557134,0
R13,21,64.74949,0.514513,0.070501,0.038222,181000.32,0.703748,0.744464,0.714921,0.561936,0
R13,22,75.5683,0.51312,0.075039,0.043203,173240.56,0.676029,0.724462,0.782024,0.746087,0
R13,23,65.42216,0.575031,0.079279,0.044453,197119.3,0.694488,0.851515,0.897014,0.768231,0
R13,24,76.54228,0.551541,0.087897,0.046311,214335.34,0.992393,0.832331,0.73359,0.621085,0
R13,25,64.74403,0.504098,0.082098,0.039618,184145.76,0.94464,0.825943,0.854237,0.391982,0
R13,26,80.05365,0.589198,0.088644,0.040241,146153.96,1.08353,1.03395,0.709059,0.694484,0
R14,1,69.0773,0.603389,0.088889,0.046021,190313.75,1.221526,1.006138,0.769579,0.317345,0
R14,2,75.26359,0.54603,0.08215,0.043335,162986.74,0.89781,0.979205,0.747423,0.475968,0
R14,3,66.94879,0.503515,0.093772,0.046769,151066.72,1.281301,0.949084,0.888274,0.447709,0
R14,4,77.58927,0.568322,0.086171,0.050354,155688.66,1.364602,0.757879,0.706206,0.631023,0
R14,5,66.83592,0.571654,0.079432,0.042408,165818.73,1.232191,0.610877,0.653097,0.40754,0
R14,6,68.64059,0.519212,0.078765,0.043435,162915.66,0.900589,0.889993,0.578711,0.741595,0
R14,7,68.6398,0.520377,0.075408,0.04601,148156.5,0.835059,0.745513,0.935587,0.380244,0
R14,8,81.06321,0.59801,0.07542,0.044846,182638.07,0.965333,1.029999,0.666507,0.5886,1
R14,9,66.95671,0.556916,0.078085,0.038105,199679.2,0.725932,1.193354,0.647976,0.620103,1
R14,10,69.78504,0.537518,0.079164,0.044504,195108.79,0.861356,1.192659,0.847361,0.476421,1
R14,11,80.31439,0.579556,0.072591,0.03769,161802.33,0.723089,0.965482,0.809986,0.321033,1
R14,12,73.5454,0.552357,0.08279,0.04257,181417.15,0.76555,0.855124,0.740222,0.310144,1
R14,13,68.80295,0.540756,0.072649,0.04336,138634.18,0.778856,0.505587,0.790858,0.22541,0
R14,14,79.33343,0.558681,0.088798,0.04747,165536.93,0.980199,0.874894,0.881505,0.361581,0
R14,15,83.07896,0.578649,0.081451,0.041756,159229.46,0.851205,0.744943,0.845957,0.64634,0
R14,16,76.35554,0.556133,0.086132,0.050145,170837.11,1.100153,1.016909,0.634761,0.48584,0
R14,17,70.5801,0.557069,0.073179,0.040743,163192.96,0.867831,0.718913,0.782132,0.286868,0
R14,18,80.74029,0.59722,0.088811,0.043089,153874.12,1.162581,0.748314,0.70479,0.626899,0
R14,19,79.07814,0.599812,0.08024,0.045106,196880.29,0.975907,1.019616,0.673642,0.551876,0
R14,20,75.65016,0.570887,0.080519,0.038723,136426.64,0.628024,0.967042,0.872936,0.507465,0
R14,21,71.64773,0.554911,0.08119,0.041371,167165.61,0.548082,0.905544,0.735692,0.599948,0
R14,22,70.6249,0.529106,0.072199,0.034069,156104.85,0.661428,0.875787,0.732303,0.972822,0
R14,23,59.22657,0.513492,0.077782,0.038824,164056.18,0.619789,1.167717,0.730465,0.673362,0
R14,24,67.98302,0.55552,0.068803,0.042288,175077.13,0.516543,0.614936,0.592413,0.630266,0
R14,25,80.69304,0.563577,0.076742,0.043337,178122.14,0.948574,1.209461,0.906216,0.557504,0
R14,26,62.42364,0.518529,0.078794,0.04172,176582.44,0.977817,0.693647,0.808515,0.910209,0
R15,1,62.73328,0.487107,0.066483,0.03659,167394.35,0.617018,0.840287,0.860626,0.363079,0
R15,2,79.2927,0.604104,0.073471,0.045143,159496.39,0.65822,0.866042,0.97434,0.527283,0
R15,3,72.22835,0.557429,0.075978,0.042733,175638.35,0.74981,0.89526,0.820269,0.523946,0
R15,4,75.55851,0.580115,0.086791,0.053501,148639.01,0.78528,0.932969,0.718516,0.308164,0
R15,5,68.91733,0.501423,0.070053,0.037415,154465.87,0.588643,0.680628,0.687686,0.507301,0
R15,6,70.94787,0.538644,0.071061,0.039145,154552.79,0.422285,1.075209,0.823393,0.31356,0
R15,7,71.66392,0.541517,0.072727,0.038789,160718.78,0.487297,1.419088,0.823252,0.367079,0
R15,8,66.93907,0.513633,0.08209,0.046944,186785.76,0.624163,0.735371,0.933528,0.71541,1
R15,9,64.36038,0.463888,0.074666,0.04011,150694.56,0.383365,0.851991,0.675885,0.600639,1
R15,10,66.14947,0.462643,0.062219,0.032724,158337.07,0.184294,1.040567,0.65092,0.510313,1
R15,11,72.23383,0.52065,0.080412,0.043777,147767.42,0.568794,1.221198,0.848919,0.490314,1
R15,12,65.65098,0.539408,0.073989,0.046645,148649.75,0.524249,0.723297,0.749641,0.6759,1
R15,13,77.37459,0.568903,0.081507,0.042901,156293.92,0.77014,1.260069,0.780886,0.519688,0
R15,14,57.1625,0.543833,0.066089,0.030594,155535.42,0.392424,0.627029,0.652963,0.355491,0
R15,15,68.49037,0.547713,0.073801,0.040812,165911.37,0.565054,0.927036,0.819294,0.525076,0
R15,16,63.57824,0.470654,0.077401,0.046073,160970.61,0.712371,0.807916,0.811939,0.432788,0
R15,17,69.31486,0.490474,0.076788,0.043124,169376.42,0.66657,1.188259,0.888866,0.443191,0
R15,18,62.87729,0.55589,0.072396,0.042009,164891.26,0.728661,1.13091,0.686918,0.409508,0
R15,19,64.44052,0.538349,0.070578,0.050333,178324.66,0.534847,0.900432,0.694074,0.460029,0
R15,20,65.74177,0.520823,0.069891,0.040046,177830.56,0.732797,0.595298,0.808879,0.623855,0
R15,21,64.17311,0.493057,0.071899,0.045032,159337.57,0.411501,1.025132,0.734723,0.528813,0
R15,22,54.95508,0.456289,0.065977,0.037835,189198.25,0.241995,0.955482,0.806227,0.354699,0
R15,23,51.53343,0.50067,0.061063,0.035854,161444.75,-0.000367,0.765993,0.854997,0.417984,0
R15,24,66.55241,0.54603,0.072913,0.038245,165308.02,0.375363,0.82432,0.799236,0.597729,0
R15,25,59.42306,0.506117,0.06297,0.035085,166169.0,0.076003,0.795483,0.859461,0.876948,0
R15,26,46.50698,0.443796,0.068009,0.039233,189045.53,0.089654,0.931774,0.893257,0.723268,0
R16,1,67.23681,0.564471,0.077038,0.042671,167620.93,0.759366,0.971021,0.781259,0.260604,0
R16,2,61.17117,0.49497,0.065233,0.036185,173190.53,0.664518,0.968914,0.782204,0.369187,0
R16,3,77.79659,0.544057,0.085417,0.044634,151920.88,0.998036,0.956668,0.803023,0.507166,0
R16,4,80.51143,0.591089,0.070608,0.038959,177755.77,0.864828,1.118595,0.826308,0.220668,0
R16,5,73.86172,0.574365,0.085945,0.045924,147308.25,1.008704,0.849185,0.75604,0.438881,0
R16,6,72.39416,0.524208,0.080553,0.042427,170241.28,0.77784,1.011332,0.921501,0.410686,0
R16,7,68.19016,0.509562,0.061494,0.036014,139632.26,0.521495,0.820544,0.559099,0.335871,0
R16,8,70.37862,0.531886,0.067047,0.041462,183112.62,0.639359,0.962698,0.822584,0.561299,1
R16,9,79.14815,0.585957,0.06788,0.040324,144842.3,0.463365,1.049528,0.8253,0.277525,1
R16,10,78.93153,0.553982,0.083406,0.051517,168803.23,0.607813,0.928631,0.749793,0.513745,1
R16,11,75.23207,0.536251,0.071995,0.037561,155651.62,0.559149,0.775256,0.67451,0.491426,1
R16,12,66.43185,0.49567,0.075833,0.042117,181623.24,0.770299,0.730514,0.919535,0.542909,1
R16,13,74.19401,0.581664,0.081305,0.042821,182611.78,0.73762,0.721715,0.772719,0.376955,0
R16,14,73.04502,0.56576,0.081632,0.039282,155951.5,0.876397,0.789247,0.736169,0.389201,0
R16,15,71.22084,0.533371,0.072568,0.040946,153512.73,0.590258,0.912974,0.810081,0.267174,0
R16,16,67.62051,0.571931,0.075239,0.038382,147549.48,1.176622,0.654832,0.756611,0.365983,0
R16,17,70.00786,0.555474,0.079339,0.038579,167687.71,0.910773,0.961161,0.890834,0.53271,0
R16,18,76.63521,0.592669,0.072299,0.034236,158203.35,0.907299,0.81767,0.75439,0.511235,0
R16,19,70.89954,0.516612,0.077477,0.043093,168857.92,0.820355,1.324512,0.771655,0.788078,0
R16,20,66.95362,0.536605,0.069887,0.038478,209795.09,0.585546,0.868879,0.874747,0.712627,0
R16,21,62.21699,0.560489,0.07727,0.045699,168021.88,0.421392,1.082626,0.853912,0.523465,0
R16,22,61.70357,0.506485,0.061171,0.032266,186024.3,0.286303,0.961306,0.70781,0.579779,0
R16,23,66.24352,0.598609,0.060264,0.032435,194262.86,0.377474,0.782,0.781035,0.647904,0
R16,24,64.974,0.491904,0.059111,0.031132,211830.7,0.46255,0.595647,0.577109,0.777788,0
R16,25,63.66264,0.504893,0.064717,0.039803,178959.79,0.49162,1.097502,0.716501,0.940722,0
R16,26,71.3793,0.561332,0.069565,0.03709,182072.35,0.452611,1.060245,0.729355,0.789892,0
R17,1,69.38476,0.541801,0.080095,0.043525,177269.33,1.107723,0.667794,0.75248,0.365764,0
R17,2,74.38546,0.607478,0.078574,0.042924,173196.74,1.198313,0.870253,0.767537,0.399698,0
R17,3,76.6256,0.568693,0.077474,0.041589,186021.04,0.923757,0.879309,0.911106,0.484437,0
R17,4,82.22196,0.60595,0.084486,0.043107,178699.6,1.081031,1.143112,0.907105,0.511325,0
R17,5,71.74009,0.567736,0.079118,0.042294,176673.17,1.037326,0.883177,0.751292,0.305358,0
R17,6,73.07288,0.548874,0.081194,0.040978,177350.44,0.654336,1.192493,0.761953,0.45089,0
R17,7,75.03045,0.52124,0.084007,0.052263,174301.93,0.634411,1.239023,0.839434,0.534971,0
R17,8,65.25438,0.542424,0.07346,0.046561,138976.74,0.558992,1.110713,0.79902,0.347722,1
R17,9,73.65649,0.563081,0.066863,0.034719,142511.08,0.692668,0.980704,0.798316,0.374671,1
R17,10,79.39375,0.554267,0.078267,0.044769,163305.71,0.690854,1.001527,0.811677,0.365882,1
R17,11,68.80398,0.541082,0.078729,0.041163,164293.14,0.539908,0.845977,0.840082,0.766068,1
R17,12,80.8493,0.554113,0.090499,0.043799,177286.57,1.170905,1.339504,0.770816,0.479121,1
R17,13,72.66536,0.583846,0.078919,0.042476,182719.03,0.83989,1.04571,0.815815,0.649312,0
R17,14,67.23919,0.527448,0.077644,0.044081,147878.71,0.960761,0.626732,0.759036,0.39569,0
R17,15,79.80724,0.630192,0.085408,0.046578,148356.61,1.196595,0.806008,0.797877,0.288014,0
R17,16,83.57503,0.616788,0.096123,0.051737,165510.81,1.098617,1.285129,0.876785,0.439653,0
R17,17,75.23858,0.595352,0.081312,0.041729,164853.19,1.018778,0.631578,0.746354,0.48017,0
R17,18,67.23538,0.54964,0.073395,0.039684,210031.31,0.734253,0.872355,0.814727,0.611255,0
R17,19,63.86687,0.535424,0.070599,0.039957,143569.44,0.718844,0.844187,0.538474,0.569417,0
R17,20,61.56417,0.519272,0.0718,0.034344,167396.96,0.502832,0.793469,0.573833,0.888776,0
R17,21,66.37393,0.508177,0.067443,0.04359,141296.3,0.403509,0.977383,0.746019,0.582909,0
R17,22,61.41729,0.50937,0.060412,0.034294,187626.87,0.350836,0.824678,0.763923,0.716042,0
R17,23,65.4405,0.50339,0.073702,0.045773,195660.66,0.440038,1.093439,0.846673,0.787144,0
R17,24,73.47549,0.541739,0.072548,0.041174,182559.33,0.598505,0.86484,0.781049,0.743355,0
R17,25,50.03233,0.462108,0.071999,0.038853,163021.79,0.378624,0.777268,0.672174,0.663832,0
R17,26,63.96333,0.481639,0.073614,0.040579,190720.31,0.762378,0.823899,0.80686,0.489611,0
R18,1,87.5977,0.651906,0.086426,0.045846,215366.65,1.430233,0.619751,0.779181,0.45665,0
R18,2,78.58295,0.611671,0.087017,0.049131,141572.88,1.387931,1.192583,0.753438,0.356262,0
R18,3,79.8369,0.567297,0.092854,0.048583,196707.92,1.258997,1.067918,0.816526,0.654889,0
R18,4,90.39544,0.605568,0.08959,0.049871,170352.65,1.470025,1.203166,0.820661,0.538727,0
R18,5,77.08844,0.517569,0.085478,0.048201,166136.42,1.200754,0.719682,0.783659,0.365689,0
R18,6,78.62791,0.60263,0.090462,0.04571,168050.76,1.241427,0.919232,0.697641,0.471283,0
R18,7,72.92311,0.577161,0.077974,0.039288,204367.35,0.933266,0.989644,0.764121,0.46663,0
R18,8,77.06769,0.57865,0.08308,0.042887,169939.36,0.758378,1.360505,0.856988,0.3244,1
R18,9,79.98036,0.551092,0.087768,0.050891,187835.24,1.155297,1.23978,0.807535,0.457965,1
R18,10,77.6742,0.578368,0.076215,0.039973,171943.09,0.835864,1.11454,0.751365,0.314901,1
R18,11,77.40267,0.606488,0.081055,0.039228,162412.61,0.921603,0.994944,0.63486,0.442652,1
R18,12,90.35467,0.569635,0.082861,0.042882,176171.33,1.219607,1.087331,0.818517,0.323801,1
R18,13,66.1767,0.556934,0.080901,0.046015,167192.96,0.965963,0.851485,0.831952,0.542222,0
R18,14,77.65073,0.535103,0.080471,0.042699,157008.37,1.190608,0.752638,0.772894,0.421075,0
R18,15,75.85092,0.601794,0.093183,0.048272,168659.15,1.519122,1.026104,0.852908,0.669114,0
R18,16,70.12006,0.58998,0.086791,0.04666,154027.85,1.314511,0.974322,0.837865,0.395404,0
R18,17,79.69312,0.596895,0.089629,0.044747,164087.26,1.353364,0.709564,0.725767,0.325616,0
R18,18,66.75863,0.524789,0.085683,0.043858,155453.7,1.281417,0.890794,0.787322,0.596778,0
R18,19,70.68196,0.57834,0.085971,0.044705,148853.87,1.052137,0.808346,0.606579,0.590765,0
R18,20,68.10933,0.594206,0.075921,0.046617,178349.23,0.8747,1.0087,0.849145,0.391755,0
R18,21,71.33326,0.542245,0.075158,0.043082,140939.5,0.895032,1.137989,0.744009,0.713439,0
R18,22,71.00719,0.545021,0.077832,0.045639,165859.6,0.622408,0.76498,0.803089,0.682879,0
R18,23,77.97522,0.62572,0.07675,0.041983,163572.75,0.864809,0.990293,0.615044,0.504856,0
R18,24,68.64095,0.566156,0.078271,0.042444,169773.35,0.825332,0.708664,0.823991,0.620616,0
R18,25,72.0603,0.559992,0.078725,0.039138,172047.76,0.724278,0.846031,0.72217,0.682296,0
R18,26,72.67685,0.553118,0.076951,0.036916,160565.52,0.943424,0.721203,0.863964,0.544737,0
R19,1,74.38146,0.570392,0.08854,0.051884,154776.97,1.054073,0.999056,0.788009,0.371738,0
R19,2,74.56523,0.533377,0.091735,0.045076,175394.97,1.322325,0.762503,0.883026,0.500861,0
R19,3,75.38117,0.5994,0.086755,0.046446,152044.79,1.469528,0.750464,0.859812,0.467776,0
R19,4,81.0555,0.635611,0.092458,0.048482,174806.64,1.439801,1.144469,0.877001,0.392338,0
R19,5,80.43659,0.55833,0.081675,0.040545,163528.53,1.39517,0.820707,0.764923,0.418437,0
R19,6,83.45677,0.582349,0.081445,0.044528,206357.13,1.338358,0.894735,0.698717,0.437503,0
R19,7,73.77774,0.546452,0.075851,0.041106,173263.96,1.114662,1.048988,0.738142,0.388313,0
R19,8,96.31836,0.634459,0.089245,0.040293,173999.32,1.24635,1.09332,0.681841,0.305932,1
R19,9,79.32077,0.612201,0.083277,0.045391,189744.69,0.878094,1.133354,0.931107,0.460349,1
R19,10,85.44917,0.598322,0.081881,0.048534,175293.45,1.083992,1.149834,0.814032,0.391304,1
R19,11,79.44713,0.631494,0.086777,0.045192,192313.75,1.01803,0.901794,0.794408,0.410074,1
R19,12,88.31647,0.57655,0.086126,0.051904,177849.91,1.141781,1.119177,0.582969,0.389357,1
R19,13,78.10609,0.594857,0.085623,0.050615,173044.73,1.179482,1.052979,0.664669,0.564046,0
R19,14,89.11895,0.609977,0.090882,0.047579,157322.73,1.380236,0.813766,0.839055,0.146118,0
R19,15,72.11981,0.521756,0.081378,0.043895,195975.2,1.195964,0.902648,0.930162,0.325422,0
R19,16,85.43805,0.624896,0.088677,0.048797,177598.59,1.585385,1.108739,0.815742,0.340242,0
R19,17,82.93351,0.61552,0.092748,0.053043,163652.62,1.449703,1.086548,0.822819,0.568792,0
R19,18,79.75864,0.559876,0.093406,0.049936,159317.06,1.446609,0.897094,0.719365,0.588117,0
R19,19,84.90178,0.62338,0.086304,0.0424,184926.49,1.186696,1.255041,0.731544,0.688651,0
R19,20,83.50318,0.610227,0.086211,0.043767,149646.67,1.23775,0.783698,0.629778,0.370646,0
R19,21,66.24521,0.570658,0.083918,0.042293,194630.26,0.978558,0.939369,0.890504,0.740777,0
R19,22,72.13089,0.592507,0.079989,0.041787,172523.71,0.790346,1.261853,0.945406,0.487017,0
R19,23,62.75488,0.543804,0.075888,0.042587,185795.1,0.801198,0.92797,0.69485,0.468493,0
R19,24,79.08733,0.58403,0.087892,0.051288,166116.33,1.039986,0.977198,0.659245,0.527604,0
R19,25,74.25903,0.534071,0.081291,0.037748,183420.1,0.5455,0.967683,0.755086,0.412756,0
R19,26,79.17545,0.554666,0.076,0.042101,182625.34,1.000463,1.392921,0.711911,0.658048,0
R20,1,63.57957,0.535684,0.079185,0.038503,173996.6,0.786553,0.760872,0.903172,0.26625,0
R20,2,71.5426,0.546627,0.082321,0.040914,196859.11,1.161826,0.796275,0.789403,0.438615,0
R20,3,72.37439,0.526248,0.080862,0.044288,145424.57,0.893541,0.872594,0.855381,0.240139,0
R20,4,76.85766,0.587271,0.089559,0.049182,183396.34,0.942252,1.075024,0.750391,0.54479,0
R20,5,61.79391,0.544403,0.073806,0.043078,184668.16,0.897857,0.734443,0.722211,0.622223,0
R20,6,64.9292,0.525644,0.070105,0.035934,183712.68,0.608967,0.865329,0.833548,0.298089,0
R20,7,60.36406,0.536489,0.062541,0.033604,159978.09,0.428039,0.919951,0.658978,0.764143,0
R20,8,72.83615,0.544283,0.066076,0.039527,177845.93,0.29369,1.184836,0.737449,0.433018,1
R20,9,77.68973,0.550209,0.077117,0.039204,182277.41,0.759557,1.257338,0.634484,0.530091,1
R20,10,73.65697,0.515509,0.07461,0.037771,167978.8,0.422253,1.163552,0.950625,0.407164,1
R20,11,69.98981,0.500497,0.068712,0.038233,178716.08,0.355286,1.195616,0.783655,0.543004,1
R20,12,74.0539,0.53918,0.065166,0.03949,167653.79,0.523846,0.972619,0.741274,0.419782,1
R20,13,58.22628,0.50827,0.07704,0.041301,168936.83,0.712021,1.159459,0.831156,0.317181,0
R20,14,65.33724,0.511479,0.072608,0.043761,159564.59,0.675312,0.619698,0.754656,0.496853,0
R20,15,81.86618,0.60001,0.080984,0.042058,152979.12,0.946042,1.122589,0.796046,0.441537,0
R20,16,79.55044,0.604171,0.087934,0.042348,184138.4,0.981833,1.243977,0.737874,0.349555,0
R20,17,68.11184,0.538192,0.075069,0.041779,184300.88,0.930191,0.703734,0.883135,0.409099,0
R20,18,73.5698,0.569947,0.079398,0.04166,176321.2,0.81854,0.898819,0.648076,0.721543,0
R20,19,75.50432,0.58845,0.074398,0.050289,162879.24,0.524567,0.990201,0.868376,0.61787,0
R20,20,74.04033,0.554707,0.076175,0.041066,193501.29,0.587441,0.617601,0.841523,0.676781,0
R20,21,62.64062,0.510136,0.074295,0.040195,189430.44,0.124256,0.901939,0.831589,0.739184,0
R20,22,60.01549,0.492909,0.07538,0.034983,149345.22,0.46086,0.94833,0.662886,0.567378,0
R20,23,52.11057,0.426819,0.056296,0.039036,175110.47,0.093824,0.853919,0.882644,0.355104,0
R20,24,54.09718,0.465118,0.056491,0.028867,153719.34,0.183478,0.943048,0.787666,0.404098,0
R20,25,65.78049,0.566807,0.077404,0.04801,181387.93,0.493748,1.05272,0.858675,0.67632,0
R20,26,61.25526,0.501552,0.064593,0.03991,167533.97,0.411477,0.948736,0.644553,0.733787,0
R21,1,78.496,0.577838,0.087279,0.051989,192864.01,0.949855,0.700367,0.902738,0.371932,0
R21,2,75.95892,0.608881,0.086911,0.049126,166219.84,1.044272,0.978205,0.807174,0.568095,0
R21,3,82.84858,0.561063,0.089374,0.052579,163992.91,1.329305,0.836687,0.579141,0.597486,0
R21,4,77.86698,0.550439,0.08886,0.046284,181613.43,1.184324,1.005113,0.771145,0.487481,0
R21,5,66.23677,0.511092,0.08669,0.046704,177551.53,1.14603,0.977783,0.812323,0.419905,0
R21,6,72.39668,0.509657,0.084749,0.049401,183830.13,0.950159,1.177272,0.84674,0.288586,0
R21,7,74.13475,0.551195,0.079524,0.04523,184320.95,0.791013,1.276304,0.729056,0.422133,0
R21,8,73.0621,0.583052,0.079733,0.049035,192941.88,0.817066,0.985421,0.785928,0.62885,1
R21,9,83.40577,0.579445,0.07999,0.040231,171015.09,0.775815,0.89246,0.845637,0.497279,1
R21,10,62.53106,0.538816,0.070021,0.041724,155504.85,0.631559,1.125691,0.776334,0.314624,1
R21,11,84.29663,0.573145,0.084804,0.045899,147844.73,1.057345,0.920135,0.929523,0.455869,1
R21,12,79.6764,0.618513,0.076024,0.04282,191286.23,0.817771,0.855636,0.932878,0.603142,1
R21,13,72.53235,0.57917,0.076585,0.038141,179580.24,0.619399,0.886049,0.849342,0.561395,0
